Year,Quarter,State,Region,Segment,Vehicle_Class,Manufacturer,Fuel_Type,Units_Sold,Avg_Price_INR
FY2019,Q3,Tripura,Northeast,Passenger Car,Sedan,Maruti Suzuki,CNG,2157.0,1136734.0
FY2019,Q4,Odisha,East,Two-Wheeler,Moped,Bajaj Auto,Petrol,95075.0,54211.0
FY2022,Q3,Rajasthan,North,Passenger Car,SUV,Tata Motors,Petrol,53787.0,837728.0
FY2019,Q2,Sikkim,Northeast,Commercial Vehicle,MHCV,Ashok Leyland,Diesel,212.0,2449110.0
FY2020,Q3,Nagaland,Northeast,Passenger Car,Sedan,Maruti Suzuki,Petrol,795.0,1629926.0
FY2019,Q3,Telangana,South,Passenger Car,SUV,Tata Motors,Electric,57147.0,840384.0
FY2020,Q2,Himachal Pradesh,North,Electric Vehicle,E-Two-Wheeler,TVS Motor,Electric,188.0,321809.0
FY2019,Q4,Jammu & Kashmir,North,Commercial Vehicle,LCV,Mahindra,Diesel,1129.0,928969.0
FY2023,Q3,Manipur,Northeast,Two-Wheeler,Motorcycle,Honda Motorcycle,Petrol,10742.0,89711.0
FY2019,Q4,Goa,West,Commercial Vehicle,MHCV,Force Motors,Diesel,1003.0,1659396.0
FY2020,Q3,Manipur,Northeast,Commercial Vehicle,LCV,Ashok Leyland,Diesel,374.0,1282363.0
FY2023,Q3,Nagaland,Northeast,Commercial Vehicle,Three-Wheeler Goods,Force Motors,Diesel,249.0,1254779.0
FY2024,Q3,Assam,Northeast,Two-Wheeler,Motorcycle,Bajaj Auto,Petrol,63127.0,72375.0
FY2022,Q1,Nagaland,Northeast,Electric Vehicle,E-Car,Ola Electric,Electric,84.0,106075.0
FY2020,Q3,Jharkhand,East,Two-Wheeler,Motorcycle,Royal Enfield,Petrol,72092.0,112382.0
FY2021,Q1,Assam,Northeast,Electric Vehicle,E-Two-Wheeler,Tata Motors,Electric,218.0,143112.0
FY2019,Q3,Delhi,North,Commercial Vehicle,LCV,Force Motors,Diesel,8438.0,1492154.0
FY2023,Q1,Nagaland,Northeast,Passenger Car,Van,Tata Motors,Petrol,941.0,
FY2024,Q4,Bihar,East,Electric Vehicle,E-Car,Ola Electric,Electric,5944.0,201683.0
FY2021,Q2,Delhi,North,Commercial Vehicle,LCV,Tata Motors,Diesel,5305.0,973252.0
FY2022,Q1,Tripura,Northeast,Commercial Vehicle,LCV,Ashok Leyland,Diesel,482.0,1122445.0
FY2024,Q2,Haryana,North,Electric Vehicle,E-Car,Ola Electric,Electric,15900.0,92821.0
FY2019,Q4,Sikkim,Northeast,Electric Vehicle,E-Bus,Ola Electric,Electric,14.0,251424.0
FY2023,Q3,Andhra Pradesh,South,Two-Wheeler,Motorcycle,Bajaj Auto,Petrol,282342.0,46960.0
FY2022,Q1,Goa,West,Commercial Vehicle,Bus,Force Motors,Diesel,924.0,1008704.0
FY2022,Q2,Kerala,South,Passenger Car,Van,Mahindra,Diesel,29941.0,1238170.0
FY2024,Q4,West Bengal,East,Passenger Car,Sedan,Maruti Suzuki,CNG,46567.0,1473756.0
FY2021,Q2,Uttarakhand,North,Electric Vehicle,E-Two-Wheeler,Ola Electric,Electric,529.0,17950.0
FY2021,Q1,Jharkhand,East,Electric Vehicle,E-Car,Tata Motors,Electric,345.0,249359.0
FY2024,Q2,Himachal Pradesh,North,Two-Wheeler,Scooter,Hero MotoCorp,Petrol,24257.0,59964.0
FY2023,Q4,Chhattisgarh,Central,Passenger Car,MUV,Maruti Suzuki,Petrol,11596.0,1183300.0
FY2024,Q1,Maharashtra,West,Two-Wheeler,Motorcycle,TVS Motor,Petrol,381667.0,37944.0
FY2020,Q2,Kerala,South,Two-Wheeler,Scooter,Bajaj Auto,Electric,116502.0,67325.0
FY2019,Q3,Gujarat,West,Electric Vehicle,E-Two-Wheeler,Tata Motors,Electric,1533.0,204152.0
FY2022,Q2,Jharkhand,East,Two-Wheeler,Scooter,Bajaj Auto,Petrol,37902.0,71612.0
FY2022,Q3,Chhattisgarh,Central,Two-Wheeler,Motorcycle,Bajaj Auto,Petrol,68351.0,80131.0
FY2019,Q3,Karnataka,South,Passenger Car,Sedan,Hyundai,Petrol,95285.0,799240.0
FY2022,Q4,Maharashtra,West,Passenger Car,Hatchback,Tata Motors,Petrol,93282.0,1060097.0
FY2022,Q4,Tamil Nadu,South,Electric Vehicle,E-Two-Wheeler,TVS Motor,Electric,9654.0,161580.0
FY2022,Q4,Manipur,Northeast,Electric Vehicle,E-Car,Tata Motors,Electric,105.0,202436.0
FY2019,Q1,Tripura,Northeast,Two-Wheeler,Scooter,Honda Motorcycle,Petrol,14043.0,59102.0
FY2020,Q2,Uttarakhand,North,Two-Wheeler,Motorcycle,Honda Motorcycle,Petrol,,16456.0
FY2022,Q4,Karnataka,South,Commercial Vehicle,MHCV,Tata Motors,CNG,12174.0,1341166.0
FY2020,Q3,Goa,West,Passenger Car,MUV,Maruti Suzuki,Diesel,6863.0,939670.0
FY2019,Q3,Tripura,Northeast,Commercial Vehicle,LCV,Tata Motors,Diesel,713.0,1224610.0
FY2021,Q4,Tripura,Northeast,Two-Wheeler,Motorcycle,Hero MotoCorp,Petrol,10115.0,18361.0
FY2021,Q1,Madhya Pradesh,Central,Passenger Car,MUV,Others,Petrol,28319.0,803488.0
FY2023,Q4,Delhi,North,Commercial Vehicle,LCV,Mahindra,CNG,9477.0,1881251.0
FY2024,Q1,Gujarat,West,Electric Vehicle,E-Three-Wheeler,Tata Motors,Electric,24677.0,114692.0
FY2024,Q4,Himachal Pradesh,North,Commercial Vehicle,LCV,Force Motors,Diesel,1931.0,1820303.0
FY2022,Q4,Meghalaya,Northeast,Two-Wheeler,Motorcycle,Honda Motorcycle,Petrol,6151.0,61199.0
FY2024,Q3,Odisha,East,Electric Vehicle,E-Three-Wheeler,Ather Energy,Electric,8303.0,261120.0
FY2020,Q1,Assam,Northeast,Electric Vehicle,E-Two-Wheeler,Tata Motors,Electric,146.0,198812.0
FY2022,Q1,Jharkhand,East,Passenger Car,SUV,Maruti Suzuki,Petrol,,1111434.0
FY2021,Q1,Sikkim,Northeast,Passenger Car,Hatchback,Mahindra,Diesel,648.0,320078.0
FY2024,Q3,Nagaland,Northeast,Two-Wheeler,Motorcycle,Hero MotoCorp,Petrol,5738.0,74194.0
FY2023,Q2,Bihar,East,Commercial Vehicle,LCV,Mahindra,Diesel,5542.0,1897149.0
FY2022,Q4,Telangana,South,Commercial Vehicle,LCV,Mahindra,Diesel,7258.0,988917.0
FY2021,Q4,Karnataka,South,Two-Wheeler,Scooter,Royal Enfield,Petrol,256150.0,59304.0
FY2022,Q1,Odisha,East,Two-Wheeler,Motorcycle,Bajaj Auto,Electric,66339.0,54504.0
FY2023,Q4,Chhattisgarh,Central,Two-Wheeler,Motorcycle,Others,Electric,61107.0,62704.0
FY2021,Q1,Uttarakhand,North,Commercial Vehicle,MHCV,Ashok Leyland,Electric,1747.0,2137556.0
FY2020,Q4,Meghalaya,Northeast,Commercial Vehicle,Bus,Tata Motors,Diesel,355.0,1746608.0
FY2023,Q3,Punjab,North,Passenger Car,Hatchback,Toyota,Diesel,35238.0,1374088.0
FY2024,Q4,Uttar Pradesh,North,Passenger Car,SUV,Maruti Suzuki,Petrol,90366.0,931746.0
FY2024,Q1,Kerala,South,Commercial Vehicle,LCV,Ashok Leyland,Diesel,8741.0,2080084.0
FY2021,Q3,Nagaland,Northeast,Two-Wheeler,Motorcycle,TVS Motor,Petrol,5391.0,87098.0
FY2021,Q3,Andhra Pradesh,South,Two-Wheeler,Motorcycle,TVS Motor,CNG,293527.0,
FY2019,Q1,Jammu & Kashmir,North,Passenger Car,SUV,Toyota,CNG,4261.0,746061.0
FY2021,Q4,Uttar Pradesh,North,Two-Wheeler,Moped,Hero MotoCorp,Petrol,435911.0,74697.0
FY2024,Q3,Bihar,East,Two-Wheeler,Motorcycle,Hero MotoCorp,Petrol,227243.0,86601.0
FY2020,Q3,Manipur,Northeast,Electric Vehicle,E-Car,Bajaj Auto,Electric,53.0,184134.0
FY2021,Q1,Andhra Pradesh,South,Passenger Car,Hatchback,Hyundai,Petrol,29523.0,899004.0
FY2019,Q3,Kerala,South,Electric Vehicle,E-Bus,Others,Electric,987.0,112114.0
FY2022,Q1,Karnataka,South,Electric Vehicle,E-Two-Wheeler,Tata Motors,Electric,10239.0,321790.0
FY2024,Q2,Rajasthan,North,Commercial Vehicle,LCV,Ashok Leyland,CNG,16821.0,494005.0
FY2021,Q3,Tamil Nadu,South,Commercial Vehicle,LCV,Ashok Leyland,CNG,12578.0,996204.0
FY2023,Q3,Jharkhand,East,Electric Vehicle,E-Two-Wheeler,Ola Electric,Electric,2338.0,287687.0
FY2021,Q1,Himachal Pradesh,North,Commercial Vehicle,LCV,Ashok Leyland,Diesel,1171.0,1303286.0
FY2023,Q3,Haryana,North,Commercial Vehicle,MHCV,Others,Diesel,9737.0,1276332.0
FY2021,Q3,Assam,Northeast,Two-Wheeler,Motorcycle,TVS Motor,Petrol,46949.0,54965.0
FY2021,Q2,Odisha,East,Commercial Vehicle,MHCV,Tata Motors,Diesel,2886.0,1084875.0
FY2021,Q1,Haryana,North,Passenger Car,SUV,Kia,Petrol,22947.0,1038754.0
FY2022,Q3,Punjab,North,Commercial Vehicle,Bus,Tata Motors,Electric,5876.0,1883403.0
FY2020,Q3,Uttarakhand,North,Commercial Vehicle,LCV,Mahindra,Diesel,2216.0,1342720.0
FY2021,Q3,Nagaland,Northeast,Commercial Vehicle,LCV,Eicher Motors,Electric,144.0,652229.0
FY2019,Q1,Punjab,North,Two-Wheeler,Scooter,Bajaj Auto,Petrol,112682.0,76010.0
FY2020,Q4,Gujarat,West,Passenger Car,MUV,Maruti Suzuki,Petrol,,877207.0
FY2023,Q3,Madhya Pradesh,Central,Electric Vehicle,E-Three-Wheeler,Tata Motors,Electric,9150.0,366425.0
FY2020,Q1,Meghalaya,Northeast,Passenger Car,SUV,Tata Motors,Electric,1228.0,1458748.0
FY2021,Q3,Tripura,Northeast,Commercial Vehicle,LCV,Ashok Leyland,Diesel,441.0,
FY2023,Q3,Delhi,North,Two-Wheeler,Motorcycle,Honda Motorcycle,Petrol,200450.0,77876.0
FY2020,Q2,Odisha,East,Electric Vehicle,E-Car,Ola Electric,Electric,529.0,313100.0
FY2022,Q3,Jharkhand,East,Two-Wheeler,Motorcycle,Hero MotoCorp,Petrol,51234.0,74841.0
FY2022,Q1,Delhi,North,Electric Vehicle,E-Car,Tata Motors,Electric,6774.0,207338.0
FY2021,Q4,Gujarat,West,Two-Wheeler,Motorcycle,TVS Motor,Petrol,248155.0,62255.0
FY2019,Q4,Assam,Northeast,Electric Vehicle,E-Three-Wheeler,Others,Electric,75.0,284532.0
FY2024,Q4,Nagaland,Northeast,Commercial Vehicle,Bus,Tata Motors,Diesel,226.0,1211788.0
FY2022,Q3,Andhra Pradesh,South,Passenger Car,SUV,Toyota,Petrol,48466.0,795495.0
FY2024,Q4,Meghalaya,Northeast,Passenger Car,SUV,Maruti Suzuki,Diesel,2142.0,1341663.0
FY2024,Q3,Himachal Pradesh,North,Commercial Vehicle,MHCV,Ashok Leyland,Diesel,2073.0,1899108.0
FY2023,Q2,Kerala,South,Passenger Car,Hatchback,Hyundai,Petrol,36252.0,1034565.0
FY2022,Q2,Uttarakhand,North,Two-Wheeler,Motorcycle,Honda Motorcycle,Petrol,30502.0,21363.0
FY2024,Q2,Uttarakhand,North,Passenger Car,SUV,Maruti Suzuki,Petrol,9006.0,975463.0
FY2019,Q3,Bihar,East,Electric Vehicle,E-Two-Wheeler,Tata Motors,Electric,289.0,243456.0
FY2021,Q3,Meghalaya,Northeast,Passenger Car,Hatchback,Maruti Suzuki,Petrol,1568.0,1461532.0
FY2022,Q3,Bihar,East,Passenger Car,Sedan,Maruti Suzuki,Diesel,17796.0,1330350.0
FY2023,Q3,Karnataka,South,Passenger Car,Hatchback,Maruti Suzuki,Diesel,99353.0,1024517.0
FY2020,Q3,Himachal Pradesh,North,Passenger Car,Sedan,Maruti Suzuki,Petrol,5777.0,1419293.0
FY2023,Q4,Haryana,North,Passenger Car,SUV,Maruti Suzuki,CNG,32260.0,1179034.0
FY2020,Q2,Sikkim,Northeast,Passenger Car,Hatchback,Kia,Petrol,649.0,992216.0
FY2021,Q2,Kerala,South,Two-Wheeler,Motorcycle,Hero MotoCorp,CNG,114383.0,85894.0
FY2020,Q2,Madhya Pradesh,Central,Commercial Vehicle,LCV,Ashok Leyland,Diesel,9851.0,2189718.0
FY2021,Q4,Bihar,East,Electric Vehicle,E-Car,Ather Energy,Electric,821.0,92231.0
FY2023,Q4,Assam,Northeast,Two-Wheeler,Scooter,TVS Motor,Petrol,39984.0,32985.0
FY2022,Q3,Tripura,Northeast,Two-Wheeler,Scooter,Bajaj Auto,Petrol,14495.0,68232.0
FY2020,Q4,Nagaland,Northeast,Two-Wheeler,Motorcycle,Honda Motorcycle,Petrol,4430.0,68439.0
FY2022,Q1,Jammu & Kashmir,North,Two-Wheeler,Moped,Hero MotoCorp,Petrol,14447.0,61237.0
FY2019,Q1,Nagaland,Northeast,Commercial Vehicle,LCV,Force Motors,Diesel,197.0,2648707.0
FY2024,Q2,Tripura,Northeast,Electric Vehicle,E-Car,Bajaj Auto,Electric,770.0,90640.0
FY2019,Q1,Telangana,South,Two-Wheeler,Scooter,Royal Enfield,Petrol,203845.0,68759.0
FY2023,Q1,Jharkhand,East,Commercial Vehicle,LCV,Ashok Leyland,Diesel,3608.0,1149869.0
FY2021,Q2,Tamil Nadu,South,Commercial Vehicle,Three-Wheeler Goods,Ashok Leyland,CNG,11529.0,1783739.0
FY2021,Q3,Delhi,North,Passenger Car,SUV,Hyundai,Diesel,43060.0,822897.0
FY2021,Q4,Telangana,South,Two-Wheeler,Scooter,Honda Motorcycle,CNG,175412.0,66472.0
FY2021,Q3,Uttarakhand,North,Passenger Car,SUV,Maruti Suzuki,Electric,8064.0,512605.0
FY2021,Q4,Tripura,Northeast,Commercial Vehicle,MHCV,Eicher Motors,Diesel,412.0,1395167.0
FY2021,Q3,Meghalaya,Northeast,Two-Wheeler,Motorcycle,Hero MotoCorp,Petrol,9662.0,65613.0
FY2022,Q4,Andhra Pradesh,South,Two-Wheeler,Motorcycle,Bajaj Auto,Petrol,167713.0,85913.0
FY2022,Q3,Nagaland,Northeast,Passenger Car,MUV,Maruti Suzuki,Diesel,972.0,1160484.0
FY2019,Q4,Goa,West,Two-Wheeler,Motorcycle,Hero MotoCorp,Petrol,26420.0,89635.0
FY2024,Q2,Manipur,Northeast,Passenger Car,Hatchback,Others,Diesel,914.0,1017296.0
FY2022,Q3,Telangana,South,Commercial Vehicle,MHCV,Ashok Leyland,CNG,8719.0,1085925.0
FY2020,Q1,West Bengal,East,Two-Wheeler,Scooter,Royal Enfield,Petrol,189002.0,45532.0
FY2019,Q1,Punjab,North,Passenger Car,MUV,Kia,Petrol,23099.0,1495313.0
FY2023,Q1,Nagaland,Northeast,Commercial Vehicle,LCV,Mahindra,Diesel,217.0,1184272.0
FY2024,Q1,Andhra Pradesh,South,Electric Vehicle,E-Three-Wheeler,Ola Electric,Electric,,124974.0
FY2022,Q2,Jharkhand,East,Commercial Vehicle,MHCV,Ashok Leyland,Diesel,2520.0,2076534.0
FY2020,Q4,Madhya Pradesh,Central,Commercial Vehicle,MHCV,Mahindra,Diesel,8940.0,1217161.0
FY2019,Q4,Uttarakhand,North,Two-Wheeler,Motorcycle,TVS Motor,Petrol,48948.0,70981.0
FY2021,Q3,Assam,Northeast,Electric Vehicle,E-Two-Wheeler,TVS Motor,Electric,393.0,84468.0
FY2020,Q2,Nagaland,Northeast,Commercial Vehicle,LCV,Tata Motors,Electric,159.0,1097546.0
FY2020,Q1,Karnataka,South,Two-Wheeler,Motorcycle,Royal Enfield,Petrol,277257.0,68851.0
FY2024,Q2,Goa,West,Passenger Car,Hatchback,Maruti Suzuki,CNG,7030.0,677468.0
FY2019,Q4,Meghalaya,Northeast,Electric Vehicle,E-Two-Wheeler,TVS Motor,Electric,14.0,267180.0
FY2024,Q2,Gujarat,West,Passenger Car,SUV,Tata Motors,Petrol,73370.0,1334824.0
FY2024,Q3,Uttar Pradesh,North,Passenger Car,Hatchback,Maruti Suzuki,Petrol,121726.0,785989.0
FY2019,Q3,Chhattisgarh,Central,Passenger Car,SUV,Others,Electric,12830.0,543814.0
FY2020,Q1,Haryana,North,Electric Vehicle,E-Three-Wheeler,Tata Motors,Electric,1362.0,193789.0
FY2023,Q4,Rajasthan,North,Electric Vehicle,E-Car,Ather Energy,Electric,9038.0,255497.0
FY2023,Q3,Gujarat,West,Electric Vehicle,E-Two-Wheeler,Ather Energy,Electric,24536.0,154996.0
FY2022,Q1,Jammu & Kashmir,North,Commercial Vehicle,MHCV,Others,Diesel,1096.0,1798987.0
FY2019,Q3,Gujarat,West,Commercial Vehicle,LCV,Mahindra,Diesel,18784.0,2120971.0
FY2024,Q3,Meghalaya,Northeast,Electric Vehicle,E-Car,Tata Motors,Electric,505.0,
FY2021,Q2,Karnataka,South,Passenger Car,MUV,Maruti Suzuki,Petrol,54446.0,1324949.0
FY2024,Q3,Delhi,North,Passenger Car,Hatchback,Maruti Suzuki,CNG,67053.0,599209.0
FY2020,Q1,Gujarat,West,Commercial Vehicle,LCV,Mahindra,CNG,16129.0,969475.0
FY2019,Q1,Uttar Pradesh,North,Passenger Car,SUV,Maruti Suzuki,Electric,67654.0,884124.0
FY2020,Q1,Nagaland,Northeast,Electric Vehicle,E-Two-Wheeler,Ather Energy,Electric,32.0,265260.0
FY2024,Q2,Karnataka,South,Two-Wheeler,Motorcycle,TVS Motor,CNG,268133.0,58986.0
FY2020,Q4,Assam,Northeast,Passenger Car,SUV,Maruti Suzuki,Diesel,5828.0,584233.0
FY2019,Q3,Jammu & Kashmir,North,Commercial Vehicle,LCV,Ashok Leyland,Diesel,1361.0,266973.0
FY2022,Q4,Meghalaya,Northeast,Commercial Vehicle,Three-Wheeler Goods,Ashok Leyland,Electric,332.0,1791013.0
FY2021,Q4,Rajasthan,North,Electric Vehicle,E-Car,Ola Electric,Electric,2245.0,215064.0
FY2024,Q1,Nagaland,Northeast,Electric Vehicle,E-Two-Wheeler,Ola Electric,Electric,338.0,70505.0
FY2019,Q1,Haryana,North,Commercial Vehicle,LCV,Force Motors,CNG,8282.0,1729765.0
FY2020,Q1,Chhattisgarh,Central,Passenger Car,SUV,Maruti Suzuki,Petrol,7396.0,580927.0
FY2020,Q4,Jammu & Kashmir,North,Electric Vehicle,E-Two-Wheeler,TVS Motor,Electric,155.0,158112.0
FY2020,Q3,Nagaland,Northeast,Electric Vehicle,E-Two-Wheeler,Tata Motors,Electric,48.0,199479.0
FY2019,Q2,West Bengal,East,Electric Vehicle,E-Two-Wheeler,Tata Motors,Electric,471.0,342401.0
FY2022,Q2,Himachal Pradesh,North,Electric Vehicle,E-Car,Bajaj Auto,Electric,573.0,286632.0
FY2022,Q4,Telangana,South,Electric Vehicle,E-Two-Wheeler,Ather Energy,Electric,7899.0,388141.0
FY2021,Q2,Goa,West,Two-Wheeler,Motorcycle,Hero MotoCorp,Petrol,19637.0,46038.0
FY2019,Q3,Odisha,East,Two-Wheeler,Motorcycle,Bajaj Auto,Petrol,147741.0,70531.0
FY2019,Q4,Sikkim,Northeast,Commercial Vehicle,LCV,Others,Diesel,192.0,1262439.0
FY2022,Q3,Tamil Nadu,South,Two-Wheeler,Scooter,Bajaj Auto,Electric,347650.0,59747.0
FY2024,Q1,Tripura,Northeast,Two-Wheeler,Motorcycle,Others,Petrol,12770.0,46928.0
FY2021,Q2,Punjab,North,Commercial Vehicle,LCV,Ashok Leyland,Electric,4136.0,1568883.0
FY2021,Q2,Himachal Pradesh,North,Commercial Vehicle,LCV,Ashok Leyland,Diesel,999.0,1788468.0
FY2023,Q2,Meghalaya,Northeast,Two-Wheeler,Scooter,Others,Petrol,7513.0,21101.0
FY2021,Q3,Uttarakhand,North,Commercial Vehicle,LCV,Mahindra,Diesel,1742.0,1355727.0
FY2024,Q2,Goa,West,Commercial Vehicle,LCV,Ashok Leyland,Electric,1043.0,1823059.0
FY2024,Q4,Jammu & Kashmir,North,Electric Vehicle,E-Two-Wheeler,Tata Motors,Electric,1672.0,332590.0
FY2023,Q1,Telangana,South,Electric Vehicle,E-Two-Wheeler,TVS Motor,Electric,14843.0,252833.0
FY2020,Q3,Assam,Northeast,Electric Vehicle,E-Car,Others,Electric,256.0,191969.0
FY2019,Q3,Haryana,North,Commercial Vehicle,MHCV,Others,Diesel,9162.0,653245.0
FY2020,Q4,West Bengal,East,Two-Wheeler,Moped,TVS Motor,Petrol,206500.0,69215.0
FY2019,Q3,Gujarat,West,Passenger Car,SUV,Maruti Suzuki,Petrol,79648.0,43710.0
FY2023,Q3,Jammu & Kashmir,North,Two-Wheeler,Motorcycle,Royal Enfield,Petrol,26529.0,49967.0
FY2023,Q1,Gujarat,West,Passenger Car,SUV,Maruti Suzuki,Electric,71129.0,876597.0
FY2023,Q3,Punjab,North,Commercial Vehicle,LCV,Eicher Motors,Electric,7780.0,1566615.0
FY2022,Q2,Punjab,North,Two-Wheeler,Motorcycle,Hero MotoCorp,Petrol,77148.0,13299.0
FY2022,Q3,Sikkim,Northeast,Commercial Vehicle,LCV,Mahindra,CNG,193.0,10000.0
FY2022,Q3,Telangana,South,Electric Vehicle,E-Three-Wheeler,Others,Electric,11064.0,263466.0
FY2023,Q3,Tamil Nadu,South,Passenger Car,SUV,Kia,Petrol,102347.0,551746.0
FY2022,Q2,Jammu & Kashmir,North,Two-Wheeler,Moped,Honda Motorcycle,Petrol,15599.0,35927.0
FY2020,Q4,Tamil Nadu,South,Two-Wheeler,Motorcycle,TVS Motor,Petrol,328006.0,91045.0
FY2022,Q2,Bihar,East,Passenger Car,SUV,Toyota,Diesel,13593.0,740752.0
FY2024,Q2,Tamil Nadu,South,Two-Wheeler,Moped,Hero MotoCorp,Petrol,351927.0,85238.0
FY2023,Q3,Odisha,East,Two-Wheeler,Motorcycle,Honda Motorcycle,Petrol,111418.0,69391.0
FY2022,Q3,Haryana,North,Commercial Vehicle,MHCV,Ashok Leyland,Diesel,7472.0,1928362.0
FY2022,Q4,West Bengal,East,Two-Wheeler,Motorcycle,Honda Motorcycle,Petrol,164368.0,83018.0
FY2020,Q4,Kerala,South,Two-Wheeler,Motorcycle,Hero MotoCorp,CNG,128526.0,77146.0
FY2023,Q2,Odisha,East,Two-Wheeler,Scooter,TVS Motor,Petrol,74900.0,69992.0
FY2024,Q2,Himachal Pradesh,North,Electric Vehicle,E-Two-Wheeler,Tata Motors,Electric,2182.0,169313.0
FY2020,Q1,Telangana,South,Passenger Car,SUV,Maruti Suzuki,Diesel,39431.0,668936.0
FY2021,Q3,Goa,West,Commercial Vehicle,LCV,Ashok Leyland,Diesel,756.0,946548.0
FY2019,Q3,Sikkim,Northeast,Electric Vehicle,E-Two-Wheeler,Others,Electric,19.0,164164.0
FY2019,Q2,Manipur,Northeast,Commercial Vehicle,Bus,Ashok Leyland,Diesel,376.0,981954.0
FY2019,Q3,Sikkim,Northeast,Two-Wheeler,Scooter,Others,CNG,7475.0,39665.0
FY2020,Q1,Maharashtra,West,Electric Vehicle,E-Car,Others,Electric,4068.0,347558.0
FY2024,Q2,Meghalaya,Northeast,Commercial Vehicle,LCV,Ashok Leyland,Diesel,447.0,821292.0
FY2019,Q1,Assam,Northeast,Two-Wheeler,Motorcycle,Bajaj Auto,Petrol,48243.0,50447.0
FY2023,Q1,Andhra Pradesh,South,Passenger Car,Hatchback,Mahindra,Petrol,44090.0,693270.0
FY2024,Q2,Telangana,South,Passenger Car,Hatchback,Kia,Petrol,51483.0,800637.0
FY2021,Q1,Haryana,North,Commercial Vehicle,LCV,Tata Motors,Diesel,5757.0,1141692.0
FY2022,Q3,Uttarakhand,North,Electric Vehicle,E-Two-Wheeler,Tata Motors,Electric,1313.0,209202.0
FY2021,Q3,Goa,West,Passenger Car,Hatchback,Maruti Suzuki,CNG,5987.0,1013577.0
FY2020,Q4,Odisha,East,Passenger Car,SUV,Kia,Electric,12011.0,1018076.0
FY2022,Q2,West Bengal,East,Commercial Vehicle,LCV,Tata Motors,Diesel,8377.0,1206185.0
FY2022,Q3,Chhattisgarh,Central,Electric Vehicle,E-Two-Wheeler,TVS Motor,Electric,1367.0,276913.0
FY2020,Q4,Uttarakhand,North,Passenger Car,Van,Kia,Petrol,7224.0,1331675.0
FY2024,Q3,Gujarat,West,Passenger Car,SUV,Toyota,Electric,97381.0,960889.0
FY2020,Q4,Assam,Northeast,Electric Vehicle,E-Car,Ola Electric,Electric,192.0,131353.0
FY2023,Q3,Meghalaya,Northeast,Commercial Vehicle,LCV,Eicher Motors,Diesel,518.0,2133925.0
FY2023,Q3,Tripura,Northeast,Passenger Car,SUV,Hyundai,Electric,2456.0,505424.0
FY2022,Q2,Madhya Pradesh,Central,Electric Vehicle,E-Two-Wheeler,Ather Energy,Electric,2720.0,122186.0
FY2023,Q1,Delhi,North,Two-Wheeler,Motorcycle,TVS Motor,Petrol,131930.0,64524.0
FY2022,Q4,Meghalaya,Northeast,Electric Vehicle,E-Two-Wheeler,Tata Motors,Electric,104.0,330342.0
FY2019,Q3,Jammu & Kashmir,North,Two-Wheeler,Scooter,Bajaj Auto,Petrol,36578.0,64779.0
FY2024,Q2,Goa,West,Electric Vehicle,E-Two-Wheeler,Tata Motors,Electric,3643.0,252641.0
FY2022,Q2,Assam,Northeast,Passenger Car,Hatchback,Maruti Suzuki,Petrol,5313.0,1268223.0
FY2021,Q1,Delhi,North,Passenger Car,Hatchback,Tata Motors,Diesel,33406.0,1350909.0
FY2024,Q2,Punjab,North,Passenger Car,Hatchback,Hyundai,Diesel,27797.0,1181723.0
FY2024,Q2,Telangana,South,Commercial Vehicle,MHCV,Ashok Leyland,Diesel,9952.0,1298830.0
FY2022,Q3,Goa,West,Electric Vehicle,E-Bus,Tata Motors,Electric,1339.0,156013.0
FY2022,Q2,Chhattisgarh,Central,Two-Wheeler,Motorcycle,Hero MotoCorp,Petrol,45688.0,60923.0
FY2023,Q2,Jammu & Kashmir,North,Electric Vehicle,E-Bus,TVS Motor,Electric,776.0,187667.0
FY2021,Q2,Karnataka,South,Commercial Vehicle,LCV,Ashok Leyland,Diesel,9484.0,1399142.0
FY2019,Q2,Odisha,East,Passenger Car,SUV,Mahindra,CNG,13637.0,428248.0
FY2020,Q4,Assam,Northeast,Commercial Vehicle,LCV,Ashok Leyland,Electric,1598.0,796120.0
FY2019,Q1,Bihar,East,Passenger Car,SUV,Maruti Suzuki,Petrol,15210.0,872117.0
FY2021,Q3,Bihar,East,Electric Vehicle,E-Two-Wheeler,Tata Motors,Electric,1055.0,
FY2021,Q3,Manipur,Northeast,Two-Wheeler,Motorcycle,Bajaj Auto,Petrol,9460.0,51140.0
FY2020,Q4,Punjab,North,Two-Wheeler,Motorcycle,Hero MotoCorp,Petrol,100492.0,55442.0
FY2024,Q2,Himachal Pradesh,North,Commercial Vehicle,LCV,Tata Motors,Diesel,1814.0,1788798.0
FY2024,Q4,Uttarakhand,North,Electric Vehicle,E-Two-Wheeler,Ather Energy,Electric,4207.0,153381.0
FY2019,Q2,Jharkhand,East,Commercial Vehicle,LCV,Eicher Motors,CNG,3186.0,1583373.0
FY2020,Q4,Jharkhand,East,Passenger Car,Sedan,Hyundai,Petrol,7051.0,282327.0
FY2020,Q4,Himachal Pradesh,North,Commercial Vehicle,LCV,Tata Motors,Diesel,1383.0,897854.0
FY2019,Q1,Punjab,North,Electric Vehicle,E-Two-Wheeler,Tata Motors,Electric,296.0,315609.0
FY2023,Q4,West Bengal,East,Electric Vehicle,E-Two-Wheeler,Bajaj Auto,Electric,8104.0,391999.0
