Year,Quarter,Region,State,Segment,Vehicle_Class,Manufacturer,Fuel_Type,Units_Sold,Avg_Price_INR
FY2020,Q3,North,Delhi,Electric Vehicle,E-Three-Wheeler,Ather Energy,Electric,4321,395570
FY2020,Q3,North,Delhi,Passenger Car,SUV,Mahindra,Petrol,44274,1089126
FY2020,Q3,North,Delhi,Three-Wheeler,Passenger 3W,Mahindra,Electric,16834,204312
FY2020,Q3,North,Delhi,Two-Wheeler,Motorcycle,Honda Motorcycle,Petrol,220786,68525
FY2020,Q3,North,Haryana,Commercial Vehicle,Three-Wheeler Goods,Mahindra,Diesel,7835,426328
FY2020,Q3,North,Haryana,Electric Vehicle,E-Two-Wheeler,Bajaj Auto,Electric,2223,373232
FY2020,Q3,North,Haryana,Passenger Car,SUV,Hyundai,Petrol,28552,640987
FY2020,Q3,North,Haryana,Three-Wheeler,Goods 3W,Piaggio,CNG,5565,255237
FY2020,Q3,North,Haryana,Two-Wheeler,Scooter,Hero MotoCorp,Petrol,167383,69608
FY2020,Q3,North,Himachal Pradesh,Commercial Vehicle,Three-Wheeler Goods,Eicher Motors,Diesel,1457,1442047
FY2020,Q3,North,Himachal Pradesh,Electric Vehicle,E-Two-Wheeler,Tata Motors,Electric,281,58045
FY2020,Q3,North,Himachal Pradesh,Passenger Car,Sedan,Maruti Suzuki,Petrol,5777,1419293
FY2020,Q3,North,Himachal Pradesh,Three-Wheeler,Passenger 3W,Bajaj Auto,CNG,911,230234
FY2020,Q3,North,Himachal Pradesh,Two-Wheeler,Motorcycle,Bajaj Auto,Petrol,34194,63270
FY2020,Q3,North,Jammu & Kashmir,Commercial Vehicle,MHCV,Tata Motors,Electric,1067,1183852
FY2020,Q3,North,Jammu & Kashmir,Electric Vehicle,E-Car,Tata Motors,Electric,198,309202
FY2020,Q3,North,Jammu & Kashmir,Passenger Car,SUV,Hyundai,Petrol,4702,249225
FY2020,Q3,North,Jammu & Kashmir,Three-Wheeler,Passenger 3W,Bajaj Auto,Petrol,1019,254128
FY2020,Q3,North,Jammu & Kashmir,Two-Wheeler,Motorcycle,Hero MotoCorp,Electric,28620,63660
FY2020,Q3,North,Punjab,Commercial Vehicle,LCV,Tata Motors,Diesel,5910,1889228
FY2020,Q3,North,Punjab,Electric Vehicle,E-Two-Wheeler,Tata Motors,Electric,1322,289277
FY2020,Q3,North,Punjab,Passenger Car,MUV,Maruti Suzuki,Electric,23351,1471333
FY2020,Q3,North,Punjab,Three-Wheeler,Goods 3W,Bajaj Auto,Petrol,4399,167887
FY2020,Q3,North,Punjab,Two-Wheeler,Scooter,TVS Motor,Petrol,148714,82688
FY2020,Q3,North,Rajasthan,Commercial Vehicle,Bus,Ashok Leyland,Diesel,15086,1218826
FY2020,Q3,North,Rajasthan,Electric Vehicle,E-Two-Wheeler,Ather Energy,Electric,1982,207544
FY2020,Q3,North,Rajasthan,Passenger Car,Van,Maruti Suzuki,Petrol,44283,1439662
FY2020,Q3,North,Rajasthan,Three-Wheeler,Passenger 3W,Piaggio,Petrol,10316,333849
FY2020,Q3,North,Rajasthan,Two-Wheeler,Scooter,Honda Motorcycle,Petrol,388922,55590
FY2020,Q3,North,Uttar Pradesh,Commercial Vehicle,MHCV,Tata Motors,Diesel,20025,1206838
FY2020,Q3,North,Uttar Pradesh,Electric Vehicle,E-Two-Wheeler,Ola Electric,Electric,3527,361709
FY2020,Q3,North,Uttar Pradesh,Passenger Car,SUV,Maruti Suzuki,Petrol,70493,939670
FY2020,Q3,North,Uttar Pradesh,Three-Wheeler,Passenger 3W,TVS Motor,Petrol,26990,151144
FY2020,Q3,North,Uttar Pradesh,Two-Wheeler,Motorcycle,Hero MotoCorp,Petrol,648546,43001
FY2020,Q3,North,Uttarakhand,Commercial Vehicle,LCV,Mahindra,Diesel,2216,1342720
FY2020,Q3,North,Uttarakhand,Electric Vehicle,E-Car,Ola Electric,Electric,462,179241
FY2020,Q3,North,Uttarakhand,Passenger Car,SUV,Tata Motors,Diesel,7953,1169861
FY2020,Q3,North,Uttarakhand,Three-Wheeler,Passenger 3W,TVS Motor,CNG,2004,182918
FY2020,Q3,North,Uttarakhand,Two-Wheeler,Motorcycle,Hero MotoCorp,Petrol,54152,111081
FY2020,Q3,Northeast,Assam,Commercial Vehicle,MHCV,Tata Motors,Diesel,2037,937055
FY2020,Q3,Northeast,Assam,Electric Vehicle,E-Car,Others,Electric,256,191969
FY2020,Q3,Northeast,Assam,Passenger Car,Hatchback,Hyundai,Petrol,6720,361175
FY2020,Q3,Northeast,Assam,Three-Wheeler,Passenger 3W,Bajaj Auto,Electric,2376,263478
FY2020,Q3,Northeast,Assam,Two-Wheeler,Motorcycle,Honda Motorcycle,Petrol,60681,77739
FY2020,Q3,Northeast,Manipur,Commercial Vehicle,LCV,Ashok Leyland,Diesel,374,1282363
FY2020,Q3,Northeast,Manipur,Electric Vehicle,E-Car,Bajaj Auto,Electric,53,184134
FY2020,Q3,Northeast,Manipur,Passenger Car,Hatchback,Toyota,Diesel,859,1369834
FY2020,Q3,Northeast,Manipur,Three-Wheeler,Goods 3W,Bajaj Auto,CNG,405,266350
FY2020,Q3,Northeast,Manipur,Two-Wheeler,Motorcycle,Others,CNG,11185,35102
FY2020,Q3,Northeast,Meghalaya,Commercial Vehicle,LCV,Tata Motors,Electric,385,361440
FY2020,Q3,Northeast,Meghalaya,Electric Vehicle,E-Car,Tata Motors,Electric,50,324974
FY2020,Q3,Northeast,Meghalaya,Passenger Car,SUV,Tata Motors,Electric,1748,854805
FY2020,Q3,Northeast,Meghalaya,Three-Wheeler,Passenger 3W,Piaggio,Petrol,363,264942
FY2020,Q3,Northeast,Meghalaya,Two-Wheeler,Scooter,TVS Motor,Petrol,12282,63737
FY2020,Q3,Northeast,Nagaland,Commercial Vehicle,LCV,Mahindra,CNG,196,2095127
FY2020,Q3,Northeast,Nagaland,Electric Vehicle,E-Two-Wheeler,Tata Motors,Electric,48,199479
FY2020,Q3,Northeast,Nagaland,Passenger Car,Sedan,Maruti Suzuki,Petrol,795,1629926
FY2020,Q3,Northeast,Nagaland,Three-Wheeler,Passenger 3W,TVS Motor,Electric,183,400026
FY2020,Q3,Northeast,Nagaland,Two-Wheeler,Scooter,Royal Enfield,Petrol,6046,45540
FY2020,Q3,Northeast,Sikkim,Commercial Vehicle,LCV,Ashok Leyland,Diesel,185,2293673
FY2020,Q3,Northeast,Sikkim,Electric Vehicle,E-Car,Others,Electric,47,251726
FY2020,Q3,Northeast,Sikkim,Passenger Car,Hatchback,Tata Motors,Petrol,816,1376028
FY2020,Q3,Northeast,Sikkim,Three-Wheeler,Passenger 3W,Piaggio,CNG,182,246333
FY2020,Q3,Northeast,Sikkim,Two-Wheeler,Motorcycle,Others,CNG,6251,83956
FY2020,Q3,Northeast,Tripura,Commercial Vehicle,MHCV,Tata Motors,Diesel,552,2036357
FY2020,Q3,Northeast,Tripura,Electric Vehicle,E-Car,Tata Motors,Electric,97,213931
FY2020,Q3,Northeast,Tripura,Passenger Car,Hatchback,Toyota,Petrol,1658,1332269
FY2020,Q3,Northeast,Tripura,Three-Wheeler,Passenger 3W,Bajaj Auto,CNG,575,149819
FY2020,Q3,Northeast,Tripura,Two-Wheeler,Scooter,Honda Motorcycle,Electric,16678,76172
FY2020,Q3,South,Andhra Pradesh,Commercial Vehicle,MHCV,Eicher Motors,CNG,11110,1428370
FY2020,Q3,South,Andhra Pradesh,Electric Vehicle,E-Two-Wheeler,Ola Electric,Electric,2795,103195
FY2020,Q3,South,Andhra Pradesh,Passenger Car,SUV,Maruti Suzuki,Petrol,38519,934611
FY2020,Q3,South,Andhra Pradesh,Three-Wheeler,Passenger 3W,TVS Motor,CNG,9294,199373
FY2020,Q3,South,Andhra Pradesh,Two-Wheeler,Motorcycle,Hero MotoCorp,Electric,335574,63259
FY2020,Q3,South,Karnataka,Commercial Vehicle,LCV,Tata Motors,Diesel,14200,1554146
FY2020,Q3,South,Karnataka,Electric Vehicle,E-Two-Wheeler,Ola Electric,Electric,6284,60045
FY2020,Q3,South,Karnataka,Passenger Car,Hatchback,Hyundai,Petrol,73361,1393631
FY2020,Q3,South,Karnataka,Three-Wheeler,Passenger 3W,Mahindra,Petrol,10733,315400
FY2020,Q3,South,Karnataka,Two-Wheeler,Motorcycle,Hero MotoCorp,Petrol,350887,65264
FY2020,Q3,South,Kerala,Commercial Vehicle,LCV,Ashok Leyland,CNG,6315,1107103
FY2020,Q3,South,Kerala,Electric Vehicle,E-Two-Wheeler,Tata Motors,Electric,2973,271301
FY2020,Q3,South,Kerala,Passenger Car,Hatchback,Maruti Suzuki,Diesel,39393,939670
FY2020,Q3,South,Kerala,Three-Wheeler,Goods 3W,Piaggio,CNG,4675,198705
FY2020,Q3,South,Kerala,Two-Wheeler,Scooter,Honda Motorcycle,Petrol,169283,47389
FY2020,Q3,South,Tamil Nadu,Commercial Vehicle,MHCV,Tata Motors,Diesel,15779,1321081
FY2020,Q3,South,Tamil Nadu,Electric Vehicle,E-Two-Wheeler,Ola Electric,Electric,4819,118760
FY2020,Q3,South,Tamil Nadu,Passenger Car,Hatchback,Hyundai,Petrol,19474,1319148
FY2020,Q3,South,Tamil Nadu,Three-Wheeler,Passenger 3W,Mahindra,Petrol,11267,234357
FY2020,Q3,South,Tamil Nadu,Two-Wheeler,Motorcycle,Honda Motorcycle,Petrol,493101,75675
FY2020,Q3,South,Telangana,Commercial Vehicle,LCV,Tata Motors,Diesel,8106,2124410
FY2020,Q3,South,Telangana,Electric Vehicle,E-Two-Wheeler,TVS Motor,Electric,3914,292103
FY2020,Q3,South,Telangana,Passenger Car,SUV,Maruti Suzuki,Electric,53525,789429
FY2020,Q3,South,Telangana,Three-Wheeler,Passenger 3W,TVS Motor,CNG,7846,275323
FY2020,Q3,South,Telangana,Two-Wheeler,Motorcycle,Bajaj Auto,Petrol,280081,70540
FY2020,Q3,West,Goa,Commercial Vehicle,LCV,Tata Motors,CNG,977,1343166
FY2020,Q3,West,Goa,Electric Vehicle,E-Car,Ather Energy,Electric,533,176028
FY2020,Q3,West,Goa,Passenger Car,MUV,Maruti Suzuki,Diesel,6863,939670
FY2020,Q3,West,Goa,Three-Wheeler,Goods 3W,TVS Motor,Electric,1178,241658
FY2020,Q3,West,Goa,Two-Wheeler,Scooter,TVS Motor,Petrol,30674,54875
FY2020,Q3,West,Gujarat,Commercial Vehicle,LCV,Ashok Leyland,Diesel,16019,1770911
FY2020,Q3,West,Gujarat,Electric Vehicle,E-Three-Wheeler,Others,Electric,3631,165134
FY2020,Q3,West,Gujarat,Passenger Car,Hatchback,Maruti Suzuki,Petrol,60187,1162776
FY2020,Q3,West,Gujarat,Three-Wheeler,Passenger 3W,Mahindra,Petrol,14161,147266
FY2020,Q3,West,Gujarat,Two-Wheeler,Motorcycle,Honda Motorcycle,Petrol,365891,83882
FY2020,Q3,West,Maharashtra,Commercial Vehicle,LCV,Mahindra,CNG,21286,297352
FY2020,Q3,West,Maharashtra,Electric Vehicle,E-Two-Wheeler,Bajaj Auto,Electric,6341,288858
FY2020,Q3,West,Maharashtra,Passenger Car,Hatchback,Tata Motors,Electric,115920,538933
FY2020,Q3,West,Maharashtra,Three-Wheeler,Passenger 3W,Bajaj Auto,Petrol,24156,192756
FY2020,Q3,West,Maharashtra,Two-Wheeler,Scooter,Hero MotoCorp,Petrol,520528,77833
FY2020,Q4,Central,Chhattisgarh,Commercial Vehicle,MHCV,Tata Motors,Diesel,3093,1016977
FY2020,Q4,Central,Chhattisgarh,Electric Vehicle,E-Car,Tata Motors,Electric,356,346330
FY2020,Q4,Central,Chhattisgarh,Passenger Car,SUV,Tata Motors,Electric,7801,952297
FY2020,Q4,Central,Chhattisgarh,Three-Wheeler,Passenger 3W,TVS Motor,CNG,2465,174252
FY2020,Q4,Central,Chhattisgarh,Two-Wheeler,Scooter,Honda Motorcycle,Petrol,60328,53969
FY2020,Q4,Central,Madhya Pradesh,Commercial Vehicle,MHCV,Mahindra,Diesel,8940,1217161
FY2020,Q4,Central,Madhya Pradesh,Electric Vehicle,E-Car,Bajaj Auto,Electric,1053,243490
FY2020,Q4,Central,Madhya Pradesh,Passenger Car,SUV,Tata Motors,Petrol,31010,700447
FY2020,Q4,Central,Madhya Pradesh,Three-Wheeler,Goods 3W,Bajaj Auto,CNG,5605,258866
FY2020,Q4,Central,Madhya Pradesh,Two-Wheeler,Scooter,Honda Motorcycle,Petrol,263266,56980
FY2020,Q4,East,Bihar,Commercial Vehicle,MHCV,Tata Motors,Diesel,4121,727332
FY2020,Q4,East,Bihar,Electric Vehicle,E-Two-Wheeler,Others,Electric,595,294284
FY2020,Q4,East,Bihar,Passenger Car,Sedan,Maruti Suzuki,Petrol,13751,1032771
FY2020,Q4,East,Bihar,Three-Wheeler,Passenger 3W,TVS Motor,CNG,6485,187412
FY2020,Q4,East,Bihar,Two-Wheeler,Scooter,Others,Electric,136856,90569
FY2020,Q4,East,Jharkhand,Commercial Vehicle,LCV,Others,Diesel,2418,1169366
FY2020,Q4,East,Jharkhand,Electric Vehicle,E-Two-Wheeler,Tata Motors,Electric,321,60819
FY2020,Q4,East,Jharkhand,Passenger Car,Sedan,Hyundai,Petrol,7051,282327
FY2020,Q4,East,Jharkhand,Three-Wheeler,Passenger 3W,Bajaj Auto,CNG,1775,155862
FY2020,Q4,East,Jharkhand,Two-Wheeler,Scooter,Others,Electric,53634,58021
FY2020,Q4,East,Odisha,Commercial Vehicle,LCV,Eicher Motors,Diesel,3534,1259417
FY2020,Q4,East,Odisha,Electric Vehicle,E-Two-Wheeler,Tata Motors,Electric,607,213786
FY2020,Q4,East,Odisha,Passenger Car,SUV,Kia,Electric,12011,1018076
FY2020,Q4,East,Odisha,Three-Wheeler,Goods 3W,Piaggio,Petrol,3087,202341
FY2020,Q4,East,Odisha,Two-Wheeler,Motorcycle,Hero MotoCorp,Petrol,86796,54726
FY2020,Q4,East,West Bengal,Commercial Vehicle,LCV,Mahindra,Diesel,7899,1565735
FY2020,Q4,East,West Bengal,Electric Vehicle,E-Two-Wheeler,Bajaj Auto,Electric,1348,334213
FY2020,Q4,East,West Bengal,Passenger Car,Hatchback,Mahindra,Diesel,31861,859070
FY2020,Q4,East,West Bengal,Three-Wheeler,Goods 3W,Mahindra,Petrol,9552,210423
FY2020,Q4,East,West Bengal,Two-Wheeler,Moped,TVS Motor,Petrol,206500,69215
FY2020,Q4,North,Delhi,Commercial Vehicle,Three-Wheeler Goods,Tata Motors,Diesel,7213,831483
FY2020,Q4,North,Delhi,Electric Vehicle,E-Three-Wheeler,Tata Motors,Electric,3152,309200
FY2020,Q4,North,Delhi,Passenger Car,SUV,Maruti Suzuki,Petrol,37928,683016
FY2020,Q4,North,Delhi,Three-Wheeler,Goods 3W,Bajaj Auto,CNG,14468,81509
FY2020,Q4,North,Delhi,Two-Wheeler,Scooter,Hero MotoCorp,Petrol,154023,64109
FY2020,Q4,North,Haryana,Commercial Vehicle,LCV,Tata Motors,CNG,7045,2076400
FY2020,Q4,North,Haryana,Electric Vehicle,E-Two-Wheeler,Tata Motors,Electric,1713,226546
FY2020,Q4,North,Haryana,Passenger Car,MUV,Maruti Suzuki,CNG,25698,841480
FY2020,Q4,North,Haryana,Three-Wheeler,Passenger 3W,Mahindra,Electric,4517,274590
FY2020,Q4,North,Haryana,Two-Wheeler,Motorcycle,TVS Motor,Petrol,135178,53520
FY2020,Q4,North,Himachal Pradesh,Commercial Vehicle,LCV,Tata Motors,Diesel,1383,897854
FY2020,Q4,North,Himachal Pradesh,Electric Vehicle,E-Car,Bajaj Auto,Electric,214,115892
FY2020,Q4,North,Himachal Pradesh,Passenger Car,Sedan,Kia,Electric,5017,547482
FY2020,Q4,North,Himachal Pradesh,Three-Wheeler,Goods 3W,Mahindra,Petrol,771,265391
FY2020,Q4,North,Himachal Pradesh,Two-Wheeler,Motorcycle,Honda Motorcycle,Petrol,26149,51843
FY2020,Q4,North,Jammu & Kashmir,Commercial Vehicle,MHCV,Eicher Motors,Diesel,956,1464684
FY2020,Q4,North,Jammu & Kashmir,Electric Vehicle,E-Two-Wheeler,TVS Motor,Electric,155,158112
FY2020,Q4,North,Jammu & Kashmir,Passenger Car,Hatchback,Kia,Petrol,4117,1007182
FY2020,Q4,North,Jammu & Kashmir,Three-Wheeler,Passenger 3W,Piaggio,Petrol,706,185379
FY2020,Q4,North,Jammu & Kashmir,Two-Wheeler,Scooter,Bajaj Auto,Petrol,20254,79768
FY2020,Q4,North,Punjab,Commercial Vehicle,MHCV,Tata Motors,Diesel,5419,1166712
FY2020,Q4,North,Punjab,Electric Vehicle,E-Car,TVS Motor,Electric,925,207402
FY2020,Q4,North,Punjab,Passenger Car,Hatchback,Maruti Suzuki,Petrol,22182,1068419
FY2020,Q4,North,Punjab,Three-Wheeler,Goods 3W,Bajaj Auto,CNG,4032,206950
FY2020,Q4,North,Punjab,Two-Wheeler,Motorcycle,Hero MotoCorp,Petrol,100492,55442
FY2020,Q4,North,Rajasthan,Commercial Vehicle,LCV,Eicher Motors,Diesel,13104,604929
FY2020,Q4,North,Rajasthan,Electric Vehicle,E-Car,Ola Electric,Electric,1518,378098
FY2020,Q4,North,Rajasthan,Passenger Car,Hatchback,Maruti Suzuki,Electric,39236,1057566
FY2020,Q4,North,Rajasthan,Three-Wheeler,Passenger 3W,Bajaj Auto,CNG,7548,227938
FY2020,Q4,North,Rajasthan,Two-Wheeler,Motorcycle,Hero MotoCorp,Electric,281966,66481
FY2020,Q4,North,Uttar Pradesh,Commercial Vehicle,MHCV,Tata Motors,Diesel,17655,1314163
FY2020,Q4,North,Uttar Pradesh,Electric Vehicle,E-Two-Wheeler,Tata Motors,Electric,2404,57623
FY2020,Q4,North,Uttar Pradesh,Passenger Car,Sedan,Hyundai,Petrol,58763,1346666
FY2020,Q4,North,Uttar Pradesh,Three-Wheeler,Passenger 3W,Bajaj Auto,Petrol,23006,243862
FY2020,Q4,North,Uttar Pradesh,Two-Wheeler,Scooter,Bajaj Auto,Petrol,534195,66730
FY2020,Q4,North,Uttarakhand,Commercial Vehicle,LCV,Ashok Leyland,Diesel,2138,646737
FY2020,Q4,North,Uttarakhand,Electric Vehicle,E-Car,Ola Electric,Electric,362,140592
FY2020,Q4,North,Uttarakhand,Passenger Car,Van,Kia,Petrol,7224,1331675
FY2020,Q4,North,Uttarakhand,Three-Wheeler,Goods 3W,Piaggio,Electric,1487,239397
FY2020,Q4,North,Uttarakhand,Two-Wheeler,Motorcycle,Honda Motorcycle,Petrol,43123,40172
FY2020,Q4,Northeast,Assam,Commercial Vehicle,LCV,Ashok Leyland,Electric,1598,796120
FY2020,Q4,Northeast,Assam,Electric Vehicle,E-Car,Ola Electric,Electric,192,131353
FY2020,Q4,Northeast,Assam,Passenger Car,SUV,Maruti Suzuki,Diesel,5828,584233
FY2020,Q4,Northeast,Assam,Three-Wheeler,Passenger 3W,Bajaj Auto,Petrol,1704,235979
FY2020,Q4,Northeast,Assam,Two-Wheeler,Motorcycle,Hero MotoCorp,Electric,43311,110484
FY2020,Q4,Northeast,Manipur,Commercial Vehicle,MHCV,Tata Motors,Diesel,328,386161
FY2020,Q4,Northeast,Manipur,Electric Vehicle,E-Two-Wheeler,Tata Motors,Electric,39,230116
FY2020,Q4,Northeast,Manipur,Passenger Car,Hatchback,Toyota,CNG,673,1288357
FY2020,Q4,Northeast,Manipur,Three-Wheeler,Passenger 3W,Piaggio,CNG,296,177246
FY2020,Q4,Northeast,Manipur,Two-Wheeler,Scooter,TVS Motor,Petrol,8193,67640
FY2020,Q4,Northeast,Meghalaya,Commercial Vehicle,Bus,Tata Motors,Diesel,355,1746608
FY2020,Q4,Northeast,Meghalaya,Electric Vehicle,E-Two-Wheeler,Tata Motors,Electric,34,328638
FY2020,Q4,Northeast,Meghalaya,Passenger Car,SUV,Kia,CNG,1369,1339822
FY2020,Q4,Northeast,Meghalaya,Three-Wheeler,Passenger 3W,Mahindra,CNG,298,250673
FY2020,Q4,Northeast,Meghalaya,Two-Wheeler,Motorcycle,Royal Enfield,Electric,7955,61991
FY2020,Q4,Northeast,Nagaland,Commercial Vehicle,MHCV,Ashok Leyland,CNG,160,1454007
FY2020,Q4,Northeast,Nagaland,Electric Vehicle,E-Two-Wheeler,Bajaj Auto,Electric,39,156122
FY2020,Q4,Northeast,Nagaland,Passenger Car,Van,Toyota,Petrol,678,1290855
FY2020,Q4,Northeast,Nagaland,Three-Wheeler,Goods 3W,Bajaj Auto,Electric,155,237238
FY2020,Q4,Northeast,Nagaland,Two-Wheeler,Motorcycle,Honda Motorcycle,Petrol,4430,68439
FY2020,Q4,Northeast,Sikkim,Commercial Vehicle,LCV,Eicher Motors,Diesel,173,946675
FY2020,Q4,Northeast,Sikkim,Electric Vehicle,E-Car,Tata Motors,Electric,38,251967
FY2020,Q4,Northeast,Sikkim,Passenger Car,Sedan,Maruti Suzuki,Electric,663,1414837
FY2020,Q4,Northeast,Sikkim,Three-Wheeler,Goods 3W,Bajaj Auto,Electric,156,149716
FY2020,Q4,Northeast,Sikkim,Two-Wheeler,Motorcycle,Hero MotoCorp,Petrol,4295,65835
FY2020,Q4,Northeast,Tripura,Commercial Vehicle,MHCV,Tata Motors,Diesel,509,209630
FY2020,Q4,Northeast,Tripura,Electric Vehicle,E-Two-Wheeler,Others,Electric,73,42663
FY2020,Q4,Northeast,Tripura,Passenger Car,SUV,Mahindra,Petrol,1309,1343348
FY2020,Q4,Northeast,Tripura,Three-Wheeler,Passenger 3W,Bajaj Auto,CNG,433,241932
FY2020,Q4,Northeast,Tripura,Two-Wheeler,Scooter,TVS Motor,Petrol,13021,74130
FY2020,Q4,South,Andhra Pradesh,Commercial Vehicle,LCV,Mahindra,Electric,5135,1652135
FY2020,Q4,South,Andhra Pradesh,Electric Vehicle,E-Two-Wheeler,Others,Electric,2449,304225
FY2020,Q4,South,Andhra Pradesh,Passenger Car,SUV,Maruti Suzuki,Electric,33962,1296235
FY2020,Q4,South,Andhra Pradesh,Three-Wheeler,Passenger 3W,Piaggio,CNG,7100,129238
FY2020,Q4,South,Andhra Pradesh,Two-Wheeler,Motorcycle,TVS Motor,Petrol,228520,91160
FY2020,Q4,South,Karnataka,Commercial Vehicle,MHCV,Mahindra,Diesel,12341,1336740
FY2020,Q4,South,Karnataka,Electric Vehicle,E-Car,Ola Electric,Electric,4438,252920
FY2020,Q4,South,Karnataka,Passenger Car,Van,Tata Motors,Electric,63637,476577
FY2020,Q4,South,Karnataka,Three-Wheeler,Goods 3W,Piaggio,Petrol,7754,256201
FY2020,Q4,South,Karnataka,Two-Wheeler,Scooter,TVS Motor,Electric,109130,68537
FY2020,Q4,South,Kerala,Commercial Vehicle,Three-Wheeler Goods,Eicher Motors,Diesel,5919,989092
FY2020,Q4,South,Kerala,Electric Vehicle,E-Two-Wheeler,Tata Motors,Electric,2105,74671
FY2020,Q4,South,Kerala,Passenger Car,SUV,Maruti Suzuki,Petrol,30540,1194489
FY2020,Q4,South,Kerala,Three-Wheeler,Goods 3W,Bajaj Auto,CNG,3867,212521
FY2020,Q4,South,Kerala,Two-Wheeler,Motorcycle,Hero MotoCorp,CNG,128526,77146
FY2020,Q4,South,Tamil Nadu,Commercial Vehicle,MHCV,Tata Motors,Diesel,13343,1142414
FY2020,Q4,South,Tamil Nadu,Electric Vehicle,E-Two-Wheeler,Ola Electric,Electric,3768,278716
FY2020,Q4,South,Tamil Nadu,Passenger Car,MUV,Maruti Suzuki,Petrol,69997,1687164
FY2020,Q4,South,Tamil Nadu,Three-Wheeler,Passenger 3W,Bajaj Auto,Petrol,9048,269524
FY2020,Q4,South,Tamil Nadu,Two-Wheeler,Motorcycle,TVS Motor,Petrol,328006,91045
FY2020,Q4,South,Telangana,Commercial Vehicle,Three-Wheeler Goods,Tata Motors,Diesel,7788,498124
FY2020,Q4,South,Telangana,Electric Vehicle,E-Car,Others,Electric,3019,161357
FY2020,Q4,South,Telangana,Passenger Car,SUV,Maruti Suzuki,CNG,44220,634542
FY2020,Q4,South,Telangana,Three-Wheeler,Goods 3W,TVS Motor,Petrol,6222,145878
FY2020,Q4,South,Telangana,Two-Wheeler,Motorcycle,Hero MotoCorp,Petrol,184949,64375
FY2020,Q4,West,Goa,Commercial Vehicle,LCV,Tata Motors,Diesel,790,1804556
FY2020,Q4,West,Goa,Electric Vehicle,E-Car,Ola Electric,Electric,368,283979
FY2020,Q4,West,Goa,Passenger Car,SUV,Maruti Suzuki,Petrol,5840,1212450
FY2020,Q4,West,Goa,Three-Wheeler,Goods 3W,Bajaj Auto,Electric,990,290688
FY2020,Q4,West,Goa,Two-Wheeler,Scooter,Honda Motorcycle,Petrol,22131,55444
FY2020,Q4,West,Gujarat,Commercial Vehicle,MHCV,Tata Motors,Diesel,15698,1067674
FY2020,Q4,West,Gujarat,Electric Vehicle,E-Two-Wheeler,Tata Motors,Electric,2750,174774
FY2020,Q4,West,Gujarat,Passenger Car,MUV,Maruti Suzuki,Petrol,19474,877207
FY2020,Q4,West,Gujarat,Three-Wheeler,Passenger 3W,Bajaj Auto,Petrol,12149,175563
FY2020,Q4,West,Gujarat,Two-Wheeler,Motorcycle,Bajaj Auto,CNG,292726,84178
FY2020,Q4,West,Maharashtra,Commercial Vehicle,Three-Wheeler Goods,Others,Diesel,19609,1949242
FY2020,Q4,West,Maharashtra,Electric Vehicle,E-Two-Wheeler,Tata Motors,Electric,4606,257211
FY2020,Q4,West,Maharashtra,Passenger Car,SUV,Tata Motors,Diesel,82615,823206
FY2020,Q4,West,Maharashtra,Three-Wheeler,Passenger 3W,Bajaj Auto,CNG,18559,275564
FY2020,Q4,West,Maharashtra,Two-Wheeler,Scooter,Hero MotoCorp,Petrol,382480,56679
FY2021,Q1,Central,Chhattisgarh,Commercial Vehicle,Bus,Ashok Leyland,Diesel,2389,1345930
FY2021,Q1,Central,Chhattisgarh,Electric Vehicle,E-Two-Wheeler,Ather Energy,Electric,483,182470
FY2021,Q1,Central,Chhattisgarh,Passenger Car,Sedan,Kia,Petrol,7243,699758
FY2021,Q1,Central,Chhattisgarh,Three-Wheeler,Passenger 3W,Bajaj Auto,Petrol,1626,340370
FY2021,Q1,Central,Chhattisgarh,Two-Wheeler,Motorcycle,Bajaj Auto,Petrol,50473,56858
FY2021,Q1,Central,Madhya Pradesh,Commercial Vehicle,MHCV,Ashok Leyland,Diesel,7133,48325
FY2021,Q1,Central,Madhya Pradesh,Electric Vehicle,E-Bus,Tata Motors,Electric,1316,177353
FY2021,Q1,Central,Madhya Pradesh,Passenger Car,MUV,Others,Petrol,28319,803488
FY2021,Q1,Central,Madhya Pradesh,Three-Wheeler,Goods 3W,Bajaj Auto,CNG,3941,339664
FY2021,Q1,Central,Madhya Pradesh,Two-Wheeler,Scooter,Honda Motorcycle,Petrol,207170,46617
FY2021,Q1,East,Bihar,Commercial Vehicle,LCV,Mahindra,Diesel,3219,1595604
FY2021,Q1,East,Bihar,Electric Vehicle,E-Three-Wheeler,Others,Electric,673,250854
FY2021,Q1,East,Bihar,Passenger Car,Hatchback,Others,Electric,12472,939670
FY2021,Q1,East,Bihar,Three-Wheeler,Goods 3W,Mahindra,CNG,4247,264502
FY2021,Q1,East,Bihar,Two-Wheeler,Motorcycle,Honda Motorcycle,Petrol,128096,65264
FY2021,Q1,East,Jharkhand,Commercial Vehicle,LCV,Mahindra,CNG,2170,1956050
FY2021,Q1,East,Jharkhand,Electric Vehicle,E-Car,Tata Motors,Electric,345,249359
FY2021,Q1,East,Jharkhand,Passenger Car,Sedan,Maruti Suzuki,Diesel,5769,706895
FY2021,Q1,East,Jharkhand,Three-Wheeler,Goods 3W,Piaggio,Petrol,1284,157293
FY2021,Q1,East,Jharkhand,Two-Wheeler,Scooter,Hero MotoCorp,Petrol,42600,21370
